macula_id	gloss
o010030130031	God
o010030130041	to
o010030130041ה	the
o010030130042	woman
o010030130051	what?
o010030130061	this
o010030130071	have.you.done
o010030130081	and
o010030130082	she.said
o010030130091	the
o010030130092	woman
o010030130101	the
o010030130102	snake
o010030130111	it
o010030130112	deceived.me
o010030130121	and
o010030130122	I.ate
o010030140011	and
o010030140012	he.said
o010030140021	Yahweh
o010030140031	God
o010030140041	to
o010030140051	the
o010030140052	snake
o010030140061	(dm)
o010030140071	you.have.done
o010030140081	this
o010030140091	[are].cursed
o010030140101	you
o010030140111	more
o010030140112	than.all
o010030140121	(the)
o010030140122	livestock
o010030140131	and
o010030140132	more
o010030140133	than.every
o010030140141	(the).animal
o010030140151	of
o010030140152	the.field
o010030140161	on
o010030140171	belly
o010030140172	your
o010030140181	you.will.go
o010030140191	and
o010030140192	dust
o010030140201	you.will.eat
o010030140211	all
o010030140221	the.days
o010030140231	your.life
o010030140232	of
o010030150011	and
o010030150012	enmity
o010030150021	I.will.put
o010030150031	between
o010030150032	you
o010030150041	and
o010030150042	between
o010030150051	the
o010030150052	woman
o010030150061	and
o010030150062	between
o010030150071	offspring
o010030150072	your
o010030150081	and
o010030150082	between
o010030150091	offspring
o010030150092	her
o010030150101	he
o010030150111	he
o010030150112	will.bruise.you
o010030150121	head
o010030150131	and
o010030150132	you
o010030150141	you
o010030150142	will.bruise.him
o010030150151	heel
o010030160011	to
o010030160021	the
o010030160022	woman
o010030160031	he.said
o010030160041	greatly.(increase)
o010030160051	I.will.increase
o010030160061	pain
o010030160062	your
o010030160071	and
o010030160072	pregnancy
o010030160073	your
o010030160081	with
o010030160082	pain
o010030160091	you.will.bear
o010030160101	children
o010030160111	and
o010030160112	[will.be].to
o010030160121	husband
o010030160122	your
o010030160131	desire
o010030160132	your
o010030160141	and
o010030160142	he
o010030160151	he.will.rule
o010030160161	over
o010030160162	you
o010030170011	and
o010030170012	to
o010030170013	Adam
o010030170021	he.said
o010030170031	(dm)
o010030170041	you.listened
o010030170051	to
o010030170052	the.voice
o010030170061	your.wife
o010030170062	of
o010030170071	and
o010030170072	you.ate
o010030170081	from
o010030170091	the
o010030170092	tree
o010030170101	which
o010030170111	I
o010030170112	commanded.you
o010030170121	(cmp)
o010030170122	
o010030170131	not
o010030170141	you.must.eat
o010030170151	from
o010030170152	it
o010030170161	[is].cursed
o010030170171	the
o010030170172	ground
o010030170181	because
o010030170182	of
o010030170183	you
o010030170191	in
o010030170192	pain
o010030170201	you
o010030170202	will.eat.it
o010030170211	all
o010030170221	the.days
o010030170231	your.life
o010030170232	of
o010030180011	and
o010030180012	thorn[s]
o010030180021	and
o010030180022	thistle[s]
o010030180031	it.will.cause.to.sprout
o010030180041	for
o010030180042	you
o010030180051	and
o010030180052	you.will.eat
o010030180061	(et)
o010030180071	the.vegetation
o010030180081	of
o010030180082	the.field
o010030190011	by
o010030190012	the.sweat
o010030190021	your.face
o010030190022	of
o010030190031	you.will.eat
o010030190041	food
o010030190051	until
o010030190061	return
o010030190062	you
o010030190071	to
o010030190081	the
o010030190082	ground
o010030190091	(dm)
o010030190101	from
o010030190102	it
o010030190111	you.were.taken
o010030190121	(dm)
o010030190131	[are].dust
o010030190141	you
o010030190151	and
o010030190152	to
o010030190161	dust
o010030190171	you.will.return
o010030200011	and
o010030200012	he.called
o010030200021	the
o010030200022	man
o010030200031	the.name
o010030200041	his.wife
o010030200042	of
o010030200051	Eve
o010030200061	(dm)
o010030200071	she
o010030200081	she.was
o010030200091	the.mother
o010030200101	of.every
o010030200111	living.[person]
o010030210011	and
o010030210012	he.made
o010030210021	Yahweh
o010030210031	God
o010030210041	for
o010030210042	Adam
o010030210051	and
o010030210052	for
o010030210053	wife
o010030210054	his
o010030210061	garments
o010030210071	of.skin
o010030210081	and
o010030210082	he
o010030210083	clothed.them
o010030220011	and
o010030220012	he.said
o010030220021	Yahweh
o010030220031	God
o010030220041	here!
o010030220051	the
o010030220052	man
o010030220061	he.has.become
o010030220071	like
o010030220072	one
o010030220081	of
o010030220082	us
o010030220091	by
o010030220092	knowing
o010030220101	good
o010030220111	and
o010030220112	evil
o010030220121	and
o010030220122	therefore
o010030220131	lest
o010030220141	he.should.stretch.out
o010030220151	hand
o010030220152	his
o010030220161	and
o010030220162	he.will.take
o010030220171	also
o010030220181	from
o010030220182	the.tree
o010030220191	of.(the)
o010030220192	life
o010030220201	and
o010030220202	he.will.eat
o010030220211	and
o010030220212	he.will.live
o010030220221	forever
o010030220222	of.perpetuity
o010030230011	and
o010030230012	he
o010030230013	sent.him.out
o010030230021	Yahweh
o010030230031	God
o010030230041	from
o010030230042	the.garden
o010030230051	of.Eden
o010030230061	to
o010030230062	till
o010030230071	(et)
o010030230081	the
o010030230082	ground
o010030230091	where
o010030230101	he.was.taken
o010030230111	from
o010030230112	there
o010030240011	and
o010030240012	he.drove.out
o010030240021	(et)
o010030240031	the
o010030240032	man
o010030240041	and
o010030240042	he.caused.to.dwell
o010030240051	from
o010030240052	east
o010030240061	of
o010030240062	the.garden
o010030240071	of.Eden
o010030240081	(et)
o010030240091	the
o010030240092	cherubim
o010030240101	and
o010030240102	(et)
o010030240111	the.flame
o010030240121	of
o010030240122	the.sword
o010030240131	(the)
o010030240132	whirling
o010030240141	to
o010030240142	guard
o010030240151	(et)
o010030240161	the.way
o010030240171	of.the.tree
o010030240181	of.(the)
o010030240182	life
o010040010011	and
o010040010012	the
o010040010013	man
o010040010021	he.knew
o010040010031	(et)
o010040010041	Eve
o010040010051	wife
o010040010052	his
o010040010061	and
o010040010062	she.conceived
o010040010071	and
o010040010072	she.bore
o010040010081	(et)
o010040010091	Cain
o010040010101	and
o010040010102	she.said
o010040010111	I.have.acquired
o010040010121	a.man
o010040010131	with
o010040010141	Yahweh
o010040020011	and
o010040020012	she.repeated
o010040020021	to
o010040020022	give.birth.to
o010040020031	(et)
o010040020041	brother
o010040020042	his
o010040020051	(et)
o010040020061	Abel
o010040020071	and
o010040020072	he.was
o010040020081	Abel
o010040020091	a.herdsman
o010040020101	of.sheep
o010040020111	and
o010040020112	Cain
o010040020121	he.was
o010040020131	[one.who].tilled
o010040020141	[the].ground
o010040030011	and
o010040030012	it.was
o010040030021	from.[the]
o010040030022	end
o010040030031	of.days
o010040030041	and
o010040030042	he.brought
o010040030051	Cain
o010040030061	some
o010040030062	of.the.fruit
o010040030071	of
o010040030072	the.ground
o010040030081	an.offering
o010040030091	to
o010040030092	Yahweh
o010040040011	and
o010040040012	Abel
o010040040021	he.brought
o010040040031	also
o010040040041	he
o010040040051	some
o010040040052	of.the.firstborn(s)
o010040040061	his.flock
o010040040062	of
o010040040071	and
o010040040072	some
o010040040073	of
o010040040074	their.fat(s)
o010040040081	and
o010040040082	he.looked
o010040040091	Yahweh
o010040040101	to
o010040040111	Abel
o010040040121	and
o010040040122	to
o010040040131	offering
o010040040132	his
o010040050011	and
o010040050012	to
o010040050021	Cain
o010040050031	and
o010040050032	to
o010040050041	offering
o010040050042	his
o010040050051	not
o010040050061	he.looked
o010040050071	and
o010040050072	it.burned
o010040050081	to
o010040050082	Cain
o010040050091	exceedingly
o010040050101	and
o010040050102	they.fell
o010040050111	face
o010040050112	his
o010040060011	and
o010040060012	he.said
o010040060021	Yahweh
o010040060031	to
o010040060041	Cain
o010040060051	
o010040060052	why?
o010040060061	does.it.burn
o010040060071	to
o010040060072	you
o010040060081	and
o010040060082	
o010040060083	why?
o010040060091	have.they.fallen
o010040060101	face
o010040060102	your
o010040070011	?
o010040070012	not
o010040070021	if
o010040070031	you.will.do.well
o010040070041	lifting.up
o010040070051	and
o010040070052	if
o010040070061	not
o010040070071	you.will.do.well
o010040070081	to
o010040070081ה	the
o010040070082	door
o010040070091	sin
o010040070101	[is].crouching
o010040070111	and.[is]
o010040070112	to
o010040070113	you
o010040070121	desire
o010040070122	its
o010040070131	and
o010040070132	you
o010040070141	you.will.rule
o010040070151	over
o010040070152	it
o010040080011	and
o010040080012	he.said
o010040080021	Cain
o010040080031	to
o010040080041	Abel
o010040080051	brother
o010040080052	his
o010040080061	and
o010040080062	it.was
o010040080071	when
o010040080072	were
o010040080073	they
o010040080081	in
o010040080081ה	the
o010040080082	field
o010040080091	and
o010040080092	he.rose.up
o010040080101	Cain
o010040080111	against
o010040080121	Abel
o010040080131	brother
o010040080132	his
o010040080141	and
o010040080142	he
o010040080143	killed.him
o010040090011	and
o010040090012	he.said
o010040090021	Yahweh
o010040090031	to
o010040090041	Cain
o010040090051	where?
o010040090061	[is].Abel
o010040090071	brother
o010040090072	your
o010040090081	and
o010040090082	he.said
o010040090091	not
o010040090101	I.know
o010040090111	the
o010040090112	keeper?
o010040090121	my.brother
o010040090122	of
o010040090131	[am].I
o010040100011	and
o010040100012	he.said
o010040100021	what?
o010040100031	have.you.done
o010040100041	the.voice
o010040100051	of.the.blood(s)
o010040100061	your.brother
o010040100062	of
o010040100071	[are].crying.out
o010040100081	to
o010040100082	me
o010040100091	from
o010040100101	the
o010040100102	ground
o010040110011	and
o010040110012	now
o010040110021	[are].cursed
o010040110031	you
o010040110041	from
o010040110051	the
o010040110052	ground
o010040110061	which
o010040110071	it.has.opened
o010040110081	(et)
o010040110091	mouth
o010040110092	its
o010040110101	to
o010040110102	receive
o010040110111	(et)
o010040110121	the.blood(s)
o010040110131	your.brother
o010040110132	of
o010040110141	from
o010040110142	hand
o010040110143	your
o010040120011	(dm)
o010040120021	you.will.till
o010040120031	(et)
o010040120041	the
o010040120042	ground
o010040120051	not
o010040120061	it.will.repeat
o010040120071	to.give
o010040120081	produce
o010040120082	its
o010040120091	to
o010040120092	you
o010040120101	a.wanderer
o010040120111	and
o010040120112	a.fugitive
o010040120121	you.will.be
o010040120131	on
o010040120131ה	the
o010040120132	earth
o010040130011	and
o010040130012	he.said
o010040130021	Cain
o010040130031	to
o010040130041	Yahweh
o010040130051	[is.too].great
o010040130061	punishment
o010040130062	my
o010040130071	for
o010040130072	bearing
o010040140011	here!
o010040140021	you.have.driven.away
o010040140031	
o010040140032	me
o010040140041	this
o010040140042	day
o010040140051	from
o010040140052	on
o010040140061	the.surface
o010040140071	of
o010040140072	the.ground
o010040140081	and
o010040140082	from
o010040140083	before
o010040140084	you
o010040140091	I.will.be.hidden
o010040140101	and
o010040140102	I.will.be
o010040140111	a.wanderer
o010040140121	and
o010040140122	a.fugitive
o010040140131	on
o010040140131ה	the
o010040140132	earth
o010040140141	and
o010040140142	it.will.be
o010040140151	every
o010040140161	[one
o010040140162	who].finds.me
o010040140171	he
o010040140172	will.kill.me
o010040150011	and
o010040150012	he.said
o010040150021	to
o010040150022	him
o010040150031	Yahweh
o010040150041	therefore
o010040150042	
o010040150051	any
o010040150061	[one.who].kills
o010040150071	Cain
o010040150081	sevenfold
o010040150091	he.will.be.avenged
o010040150101	and
o010040150102	he.appointed
o010040150111	Yahweh
o010040150121	for
o010040150122	Cain
o010040150131	a.sign
o010040150141	to
o010040150142	not
o010040150151	to.strike
o010040150161	
o010040150162	him
o010040150171	any
o010040150181	[one
o010040150182	who].found.him
o010040160011	and
o010040160012	he.went.out
o010040160021	Cain
o010040160031	from
o010040160032	
o010040160033	before
o010040160041	Yahweh
o010040160051	and
o010040160052	he.dwelt
o010040160061	in
o010040160062	the.land
o010040160071	of.Nod
o010040160081	the.east
o010040160091	of.Eden
o010040170011	and
o010040170012	he.knew
o010040170021	Cain
o010040170031	(et)
o010040170041	wife
o010040170042	his
o010040170051	and
o010040170052	she.conceived
o010040170061	and
o010040170062	she.bore
o010040170071	(et)
o010040170081	Enoch
o010040170091	and
o010040170092	he.was
o010040170101	building
o010040170111	a.city
o010040170121	and
o010040170122	he.called
o010040170131	the.name
o010040170141	of
o010040170142	the.city
o010040170151	according
o010040170152	to.the.name
o010040170161	his.son
o010040170162	of
o010040170171	Enoch
o010040180011	and
o010040180012	he.was.born
o010040180021	to
o010040180022	Enoch
o010040180031	(et)
o010040180041	Irad
o010040180051	and
o010040180052	Irad
o010040180061	he.fathered
o010040180071	(et)
o010040180081	Mehujael
o010040180091	and
o010040180092	Mehujael
o010040180101	he.fathered
o010040180111	(et)
o010040180121	Methushael
o010040180131	and
o010040180132	Methushael
o010040180141	he.fathered
o010040180151	(et)
o010040180161	Lamech
o010040190011	and
o010040190012	he.took
o010040190021	for
o010040190022	himself
o010040190031	Lamech
o010040190041	two
o010040190051	wives
o010040190061	the.name
o010040190071	of
o010040190072	the.one
o010040190081	[was].Adah
o010040190091	and
o010040190092	the.name
o010040190101	of
o010040190102	the.second
o010040190111	[was].Zillah
o010040200011	and
o010040200012	she.bore
o010040200021	Adah
o010040200031	(et)
o010040200041	Jabal
o010040200051	he
o010040200061	he.was
o010040200071	[the].father
o010040200081	of.dweller[s]
o010040200091	of.tent
o010040200101	and
o010040200102	livestock
o010040210011	and
o010040210012	the.name
o010040210021	his.brother
o010040210022	of
o010040210031	[was].Jubal
o010040210041	he
o010040210051	he.was
o010040210061	[the].father
o010040210071	of.every
o010040210081	player
o010040210091	of.harp
o010040210101	and
o010040210102	flute
o010040220011	and
o010040220012	Zillah
o010040220021	also
o010040220031	she
o010040220041	she.bore
o010040220051	(et)
o010040220061	Tubal-Cain
o010040220071	Tubal-Cain
o010040220081	a.sharpener
o010040220091	of.every
o010040220101	worker
o010040220111	of.bronze
